Phyllis Ryan,42.37,10
Norma Reid,20.33,4
Mary Schmidt,31.46,11
Barbara Vasquez,43.21,10
Marilyn Wallace,67.95,25
Nicole Coleman,308.30,124
Rebecca Patterson,823.31,18
Judith Williams,63.83,20
Kathy Day,188.69,66
Kimberly Chavez,53.47,16
Barbara Perkins,23.67,6
Margaret Larson,92.95,32
Christina Fields,82.65,24
Jessica Wagner,193.84,129
Diana Stewart,110.38,42
Dorothy Mills,99.00,23
Dorothy Wood,70.97,16
Beverly George,112.86,26
Jennifer Wright,139.20,42
Linda Carr,67.96,20
Julia Cunningham,142.72,55
Lisa Hanson,109.67,31
Julia Cunningham,161.17,111
Julie Thomas,2267.88,63
Kathleen Hudson,44.33,11
Dorothy Moreno,24.57,5
Julie Thomas,117.34,50
Keith Little,68.23,20
Michelle Freeman,74.81,25
Mildred Holmes,85.62,23
Janet Pierce,165.45,28
Stephanie Vasquez,295.35,101
Shirley Richards,127.68,57
Brenda Frazier,74.96,28
Rose Morrison,21.00,5
Brenda Hansen,138.03,55
Denise Parker,41.01,8
Brenda Daniels,80.18,21
Marilyn Wallace,50.19,15
Doris Kim,293.75,108
Marilyn Wallace,245.22,88
Jennifer Johnston,296.32,117
Heather Watson,35.67,7
Lisa Turner,341.68,104
Gloria Alexander,420.63,165
Carol Clark,300.50,104
Ruby Lawson,1513.36,63
Marie Williamson,59.49,17
Donna Bennett,31.88,11
Ann Simpson,170.26,49
Linda Gonzalez,120.04,60
Ruth Graham,341.14,138
Joan Allen,33.50,10
Brenda Daniels,18.95,1
Sandra Robertson,168.25,57
Marilyn Wallace,226.19,82
Laura Chapman,33.47,6
Mary Schmidt,75.83,22
Amanda Anderson,72.08,25
Diane Bryant,178.32,53
Janice West,32.42,4
Mary Burns,118.06,31
Julie Thomas,55.74,20
Kathleen Owens,297.01,90
Nicole Martin,347.27,86
Catherine Ross,35.63,4
Joan Stephens,484.24,112
Kathy Dunn,79.22,26
Diane Bryant,294.61,87
Julia Cunningham,61.32,21
Mildred Robinson,2207.19,45
Phyllis Ryan,42.82,10
Diana Knight,75.28,29
Nicole Perkins,155.04,50
Ruby Lawson,34.20,7
Ashley Hughes,27.08,4
Rebecca Hudson,467.61,123
Judith Foster,88.41,25
Lillian Alexander,22013.93,90
Marie Peters,46.50,16
Joan Allen,54.10,15
Katherine Lane,79.29,24
Janet Schmidt,180.41,78
Lillian Griffin,232.25,82
Norma Reid,81.03,24
Brenda Stephens,291.07,106
Kathleen Dunn,277.23,1
Denise Parker,233.87,66
Maria Berry,34.45,6
Rose Thompson,62.01,21
Margaret Ross,11153.05,46
Kathleen Dunn,13.01,2
Dorothy Moreno,80.38,30
Kathryn Murray,40.80,12
Diana Stewart,368.80,101
Alice Frazier,53.05,20
Ashley Hughes,7.12,1
Joyce Berry,45.80,15
Patricia Thomas,49.40,12
Beverly George,40.77,11
Kelly Fowler,25.15,3
Louise Willis,59.26,20
Julie Thomas,57.69,17
Ruby Lawson,97.50,36
Mary Burns,118.80,57
Rachel Warren,159.21,57
Marilyn Ellis,53.77,19
Joyce Berry,6065.55,230
Dorothy Wood,78.08,26
Patricia Thomas,27.88,9
Robin Myers,47.73,9
Cynthia Simpson,18.24,5
Judith Perry,83.34,28
Kathryn Ramos,70.71,26
Kathleen Dunn,29.03,14
Jennifer Banks,37.66,11
Andrea Austin,63.36,20
Jessica Elliott,93.08,70
Diane Bryant,20.81,6
Louise Thomas,9.82,2
Brenda Gibson,48.14,16
Ashley Hughes,11.25,2
Susan Garcia,160.84,62
Dorothy Kelly,84.15,38
Laura Chapman,61.75,18
Joan Allen,275.48,118
Martha Reid,68.11,18
Kelly Peterson,266.17,97
Jennifer Johnston,128.54,51
Diana Mason,26.90,13
Helen Nelson,68.61,18
Frances Wagner,24.23,5
Lori Harrison,68.34,22
Jean Hunter,285.12,147
Virginia Lee,279.53,112
Donna Harper,229.55,100
Jessica Elliott,66.13,26
Nicole Martin,37.77,6
Jean Ellis,83.81,26
Jean Hunter,78.18,19
Shirley Jacobs,292.69,119
Louise Gray,52.53,18
Shirley Richards,35.80,10
Janice Hanson,56.02,11
Brenda Hansen,148.81,57
Jean Ellis,41.19,17
Lillian Griffin,29.75,11
Anna Pierce,719.94,257
Mildred Robinson,57.59,21
Annie Hamilton,24.21,4
Kathy Dunn,108.41,48
Debra Walker,82.60,19
Debra Walker,176.39,54
Rose Thompson,438.34,99
Gloria Burke,21.61,4
Barbara Harrison,27342.02,118
Mildred White,63.81,19
Gloria Wells,288.41,77
Ashley Jordan,312.81,110
Shirley Reed,184.32,70
Catherine Ross,52.37,14
Theresa Peters,40.95,37
Cheryl Reynolds,152.12,35
Sharon Murray,257.37,92
Rebecca Hudson,123.74,47
Donna Dixon,245.47,87
Nancy Burns,76.35,19
Rebecca Dixon,218.49,74
Nancy Burns,17.98,5
Jean Moore,312.89,121
Betty Romero,132.64,43
Margaret Larson,18.46,4
Dorothy Mills,574.27,206
Beverly George,437.20,121
Ashley Jordan,80.54,23
Patricia Gardner,267.35,97
Laura James,31.39,7
Ashley Griffin,53.77,17
Mildred James,159.14,99
Katherine Hart,272.96,95
Janice Diaz,46.50,12
Rebecca Adams,38.34,9
Louise Woods,130.75,49
Michelle Mitchell,214.24,77
Rose Fowler,166.25,56
Nicole Hayes,166.34,70
Helen Nelson,34.25,10
Rebecca Griffin,270.22,87
Ruth Arnold,106.85,31
Katherine Hart,66.28,25
Andrea Austin,141.78,54
Ann Jacobs,24154.18,103
Diane Ramos,79.23,24
Julia Phillips,60.57,21
Rose Fowler,16.90,2
Judith Foster,112.99,32
Rose Morrison,228.13,80
Lois Dunn,57.07,22
Ashley Reid,239.06,92
Christina Johnston,66.11,28
Rose Thompson,82.30,30
Jacqueline Freeman,81.59,25
Andrea Austin,53.71,17
Anna Parker,99.05,27
Betty Anderson,2654.94,10
Nicole Sanchez,22.45,9
Linda Mendoza,132.83,30
Ruby Reid,16.86,3
Amy Snyder,725.73,211
Robin Price,316.10,101
Debra Perez,9.15,2
Jean Hunter,252.48,112
Kathleen Owens,92.70,33
Barbara Perkins,71.18,21
Maria Marshall,28.00,4
Linda Gonzalez,109.71,29
Linda Carr,28.50,7
Amy Snyder,21.40,6
Gloria Mason,25.37,8
Debra Perez,56.94,16
Michelle Thompson,361.33,130
Kimberly Chavez,50.88,10
Joyce Berry,526.37,195
Diane Bryant,446.29,157
Rose Thompson,537.59,196
Amanda Richardson,22.50,2
Jennifer Banks,184.62,82
Catherine Ross,224.00,76
Marilyn Alvarez,214.52,88
Ashley Hughes,257.11,95
Helen Mason,279.60,98
Ashley Hughes,159.51,69
Jennifer Mills,15.07,2
Nicole Sanchez,174.88,51
Ruth Arnold,223.56,92
Annie Hamilton,80.70,22
Sandra Robertson,253.22,94
Bonnie Clark,113.74,79
Diana George,83.63,29
Jessica Reynolds,67.22,20
Kathleen Owens,2127.76,8
Judith Williams,89.43,27
Judy Gonzalez,247.97,79
Janice Young,31.44,4
Wanda Hernandez,26.86,7
Christine Andrews,84.68,26
Kimberly Chavez,303.95,97
Dorothy Moreno,188.03,66
Robin Price,81.54,22
Rose Morrison,57.62,18
Barbara Vasquez,72.40,21
Carol Payne,51.16,21
Rachel Warren,127.02,36
Shirley Richards,267.62,96
Janet Schmidt,27.32,4
Gloria Wells,159.11,45
Christina Fields,37.15,11
Mary Burns,52.64,17
Shirley Jacobs,312.47,15
Sharon Cook,174.22,44
Judith Perry,46.07,19
Theresa Austin,122.72,48
Julia Phillips,15.02,1
Andrea Dunn,67.49,25
Nancy Burns,122.75,31
Susan Garcia,32.42,8
Jacqueline Freeman,28.76,7
Donna Dixon,297.03,96
Jennifer Wright,131.09,58
Donna Gomez,52.14,16
Kelly Peterson,417.53,168
Gloria Hart,94.04,31
Diana Stewart,99.58,32
Ashley Jordan,229.65,98
Diana Stewart,51.50,15
Mildred Robinson,99.83,37
Nicole Hayes,78.54,20
Cynthia Simpson,78.33,25
Katherine Hart,534.75,186
Dorothy Wood,31.46,9
Diane Mccoy,236.17,96
Susan Reynolds,155.08,69
Diana Spencer,61.36,17
Rose Thompson,21.39,5
Denise Parker,2703.88,117
Michelle Freeman,67.25,19
Nicole Martin,27.60,3
Julia Mendoza,106.17,75
Michelle Freeman,35.54,10
Debra Mcdonald,2685.67,20
Martha Reid,63.30,17
Diana Stewart,63.93,31
Helen Mason,276.79,92
Julia Cunningham,187.66,63
Shirley Jacobs,99.05,32
Christina Olson,159.77,58
Kimberly Harper,235.10,100
Cynthia Simpson,237.06,71
Angela Sanchez,29.14,5
Julia Cunningham,64.59,14
Barbara Johnston,134.87,46
Susan West,309.28,108
Rebecca Patterson,23.77,8
Theresa Austin,34.54,5
Mary Burns,51.61,17
Margaret Ross,292.16,71
Rachel Garcia,1120.74,24
Lori Harrison,44.48,18
Nancy Mason,32.33,12
Carolyn Reyes,106.68,33
Karen Robinson,89.25,20
Helen Nelson,28.21,6
Betty Woods,149.79,55
Betty Woods,117.43,48
Betty Romero,129.19,44
Mary Fox,401.55,120
Phyllis Ryan,19.56,2
Bonnie Elliott,8.48,1
Marie Taylor,79.02,28
Julia Richardson,92.73,77
Mary Burton,135.84,37
Ruth Graham,121.84,43
Julia Mendoza,338.11,108
Judy Patterson,162.27,46
Laura James,96.02,37
Helen Palmer,46.51,12
Susan Garcia,306.03,66
Gloria Alexander,59.36,20
Janet Schmidt,150.22,52
Margaret Larson,210.61,71
Kathy Day,174.90,69
Janice Diaz,60.30,18
Robin Myers,94.14,29
Paula Nguyen,73.64,17
Gloria Burke,22.59,7
Mary Schmidt,231.49,82
Jean Moore,122.92,58
Diana Spencer,294.99,114
Michelle Murray,155.50,60
Rebecca Patterson,18.23,5
Amanda Hamilton,93.12,22
Brenda Daniels,31.31,11
Barbara Ellis,214.84,81
Ashley Jordan,27.22,6
Nicole Perkins,220.92,96
Ruby Lawson,103.68,29
Helen Mason,60.22,21
Gloria Mason,53.33,15
Ann Simpson,205.10,63
Kathleen Owens,36.08,9
Susan Garcia,36.01,9
Nicole Perkins,59.72,21
Amy Burns,35.88,11
Mary Schmidt,133.19,50
Janice Diaz,12.51,10
Anna Stevens,26.77,5
Carol Clark,162.28,71
Louise Thomas,85.09,24
Barbara Ellis,14.61,2
Virginia Hansen,25.64,4
Nancy Burns,259.84,98
Gloria Alexander,83.88,31
Amy Burns,52.88,23
Julie Thomas,272.46,99
Carolyn Reyes,243.43,88
Wanda Hernandez,187.20,74
Janice Diaz,219.88,88
Catherine Myers,177.35,58
Janet Ellis,46.36,18
Linda Carr,47.95,11
Judith Lane,247.21,89
Phyllis Henry,71.07,21
Nicole Gomez,205.23,38
Jessica Reynolds,25.15,4
Diana Mason,28.49,6
Rebecca Griffin,14.23,2
Maria Marshall,48.21,12
Denise Parker,23.18,4
Christine Turner,70.94,23
Janice West,151.90,84
Kathleen Dunn,23.85,6
Barbara Johnston,82.84,25
Lisa Hanson,226.79,43
Karen Robinson,115.09,31
Amy Snyder,187.23,64
Jean Ellis,83.80,23
Margaret Larson,126.90,36
Julie Thomas,70.31,25
Nicole Coleman,63.31,19
Julia Cunningham,168.69,55
Christine Turner,73.85,23
Anna Pierce,18.34,8
Brenda Frazier,12.49,2
Wanda Hernandez,25.41,4
Ashley Reid,284.56,122
Nicole George,105.80,31
Diana Spencer,31.61,7
Bonnie Elliott,2653.72,111
Marilyn Wallace,263.97,94
Janice Hanson,91.23,31
Karen Pierce,83.41,32
Carol Payne,441.31,113
Ann Butler,11.56,3
Joyce Berry,16.09,2
Angela Sanchez,624.89,207
Janet Ellis,31.03,4
Judith Foster,22.78,7
Donna Gomez,49.66,13
Julia Phillips,301.03,10
Debra Mcdonald,87.45,27
Rachel Graham,609.08,29
Laura James,2334.46,86
Mary Burton,176.40,51
Christine Ruiz,160.92,47
Katherine Hart,27.54,10
Gloria Mason,75.41,24
Judy Patterson,13.55,3
Nancy Mason,71.01,20
Amanda Richardson,395.81,155
Ruth Arnold,50.38,12
Shirley Richards,28.82,9
Nicole Coleman,176.62,79
Kimberly Chavez,372.24,67
Mildred White,149.40,55
Anna Pierce,30.83,6
Laura James,60.99,18
Dorothy Reyes,1592.49,6
Christine Turner,15.44,1
Beverly George,37.46,8
Maria Berry,12.32,3
Tina Arnold,158.85,73
Janet Pierce,40.15,8
Lisa Rice,281.30,100
Sandra Robertson,23.17,6
Mildred White,118.38,40
Brenda Frazier,34.92,7
Shirley Jacobs,53.98,12
Helen Nelson,224.82,92
Wanda Green,107.94,37
Ann Butler,40.80,13
Nancy Burns,62.33,16
Tammy Butler,57.12,13
Nicole Hayes,89.68,27
Barbara Perkins,17.37,4
Jessica Wagner,585.33,16
Carolyn Reyes,23.82,5
Julia Phillips,65.94,20
Gloria Burke,118.42,51
Kathy Day,1608.70,6
Ann Butler,40.49,12
Christina Johnston,244.80,77
Sandra Moore,249.76,100
Michelle Murray,150.99,60
Ann Smith,50.22,16
Ruby Reid,62.62,22
Barbara Harrison,168.68,67
Phyllis Ryan,299.44,107
Kathleen Owens,281.25,102
Lisa Anderson,250.49,106
Brenda Frazier,54.75,15
Kelly Fowler,277.57,97
Louise Willis,91.46,33
Kelly Fowler,59.13,15
Jean Hunter,31.45,5
Carolyn Reyes,207.08,74
Michelle Snyder,215.04,77
Julia Phillips,89.34,24
Joan Stephens,422.82,139
Kathleen Hudson,49.33,18
Anna Parker,54.24,18
Kelly Peterson,35.84,8
Rebecca Griffin,71.12,20
Angela Sanchez,70.11,20
Norma Reid,68.39,20
Amanda Anderson,89.86,25
Debra Mcdonald,103.87,32
Janice Hanson,171.04,59
Shirley Jacobs,35.16,12
Donna Bennett,23.39,8
Linda Reynolds,182.97,70
Linda Reynolds,95.97,41
Bonnie Clark,12.01,4
Maria Marshall,80.58,20
Andrea Dunn,179.38,70
Ann Jacobs,66.45,17
Kelly Fowler,69.23,18
Ann Taylor,127.86,42
Doris Miller,205.96,93
Nicole Hayes,30.24,8
Dorothy Mills,93.40,33
Michelle Snyder,34.64,7
Carol Clark,322.23,97
Helen Mason,146.68,69
Ruth Arnold,65.14,20
Lori Harrison,83.83,29
Cheryl Moreno,232.72,49
Janice West,90.82,27
Joyce Stephens,34.48,9
Marilyn Alvarez,25.30,4
Marie Williamson,45.44,7
Judy Gonzalez,17.65,5
Christine Morgan,88.02,33
Robin Myers,37.66,11
Ann Jacobs,271.39,84
Shirley Jacobs,22.92,2
Rebecca Adams,662.46,219
Ann Butler,587.28,20
Helen Nelson,23259.58,162
Debra Walker,399.00,155
Anna Parker,6.52,3
Ashley Hughes,32.25,6
Virginia Hansen,306.26,65
Sandra Butler,9620.12,54
Janet Ellis,48.92,17
Doris Kim,19.39,1
Debra Perez,94.06,29
Diane Ramos,56.55,16
Jean Bryant,49.61,16
Barbara Harrison,364.65,152
Jean Moore,46.28,9
Marie Johnston,18.45,5
Nancy Burns,15.72,1
Barbara Perkins,305.73,112
Christine Ruiz,28.91,5
Dorothy Kelly,137.27,50
Joyce Berry,30.63,5
Janet Pierce,222.69,78
Dorothy Moreno,36.39,11
Tammy Butler,46.36,15
Jennifer Johnston,215.69,72
Phyllis Ryan,58.70,17
Stephanie Vasquez,22.83,8
Diana Spencer,85.95,30
Laura James,251.60,84
Amy Snyder,315.94,134
Keith Little,94.53,24
Christina Fields,145.28,52
Jennifer Mills,23.56,2
Brenda Stephens,440.51,163
Barbara Perkins,26.55,4
Rose Fowler,194.21,96
Anna Pierce,253.87,77
Janice West,198.99,74
Ruby Reid,63.36,20
Helen Palmer,1157.65,38
Ashley Hughes,10.02,2
Nicole Martin,74.77,26
Diane Mccoy,357.56,121
Gloria Mason,15.79,1
Mildred Vasquez,33.90,10
Helen Nelson,21.99,3
Ashley Reid,387.75,133
Kathy Day,207.00,60
Kathleen Hudson,82.41,23
Cheryl Moreno,69.16,25
Paula Nguyen,41.94,11
Barbara Ellis,70.94,28
Katherine Hart,197.40,70
Carol Payne,55.97,12
Maria Berry,49.79,18
Robin Myers,95.16,67
Rebecca Dixon,34.81,6
Jessica Wagner,19.69,8
Christine Andrews,107.90,74
Theresa Peters,126.03,44
Nicole Martin,98.11,40
Ruby Reid,32.20,11
Cheryl Moreno,257.66,108
Louise Thomas,160.09,110
Judith Perry,20.27,9
Virginia Lee,216.97,78
Judith Williams,40.27,14
Amanda Hamilton,1096.34,14
Shirley Richards,38.14,7
Judith Lane,47.54,18
Robin Price,180.72,54
Cynthia Simpson,39.43,14
Rebecca Adams,312.81,96
Joan Allen,47.92,10
Marie Johnston,28.89,13
Susan West,451.94,164
Maria Berry,320.57,116
Linda Gonzalez,79.96,30
Lisa Turner,210.30,67
Mildred White,79.34,22
Marie Johnston,26.27,5
Martha Reid,41.48,10
Wanda Green,18.02,8
Anna Parker,420.04,168
Rose Fowler,116.72,34
Theresa Peters,149.08,53
Kathleen Hudson,95.80,26
Judy Gonzalez,52.68,12
Katherine Hart,320.20,100
Karen Pierce,72.34,21
Michelle Mitchell,109.52,40
Katherine Hart,420.76,125
Jean Moore,202.71,129
Amanda Anderson,295.42,108
Rebecca Griffin,47.51,10
Jessica Elliott,161.59,62
Gloria Hart,2717.84,30
Rose Thompson,14.53,3
Ruby Fox,16.01,2
Amy Burns,70.38,24
Julia Richardson,53.12,14
Brenda Gibson,125.06,37
Linda Carr,98.86,42
Anna Parker,73.98,24
Virginia Lee,92.30,30
Theresa Austin,216.49,71
Dorothy Wood,216.07,68
Emily Alexander,60.53,23
Lori Hunter,52.42,22
Lisa Rice,539.10,137
Robin Price,27.64,10
Kathy Dunn,32.13,7
Joyce Stephens,38.87,5
Gloria Alexander,80.16,24
Louise Willis,21.35,6
Brenda Daniels,55.23,17
Christine Ruiz,22.27,7
Rachel Warren,65.18,23
Lisa Turner,49.06,12
Angela Sanchez,69.47,17
Barbara Vasquez,27.94,5
Janice Hanson,63.70,20
Catherine Ross,24.93,7
Wanda Hernandez,145.64,55
Margaret Ross,56.68,18
Rose Fowler,164.47,47
Tina Arnold,73.63,21
Linda Reynolds,151.85,41
Judy Patterson,54.52,17
Judith Foster,534.76,205
Patricia Thomas,1803.93,80
Shirley Reed,54.15,29
Kathryn Murray,5.72,1
Louise Woods,73.40,25
Tammy Butler,211.76,63
Julia Mendoza,92.99,32
Ann Taylor,123.65,45
Donna Gomez,114.08,41
Joyce Stephens,489.26,164
Katherine Hart,51.51,16
Jennifer Johnston,5.25,1
Ruth Graham,44.73,8
Linda Mendoza,67.88,25
Susan West,66.10,23
Judith Perry,417.60,147
Lisa Rice,204.57,77
Judith Lane,383.14,135
Ann Simpson,101.91,33
Lisa Anderson,531.75,205
Mary Schmidt,93.83,33
Michelle Mitchell,21.37,7
Maria Marshall,60.64,20
Kelly Fowler,80.52,33
Joan Stephens,204.79,52
Annie Hamilton,76.24,22
Rebecca Griffin,405.91,147
Diana Spencer,321.10,115
Michelle Freeman,137.17,55
Dorothy Reyes,454.45,106
Nicole Gomez,99.67,28
Nicole Gomez,37.46,9
Phyllis Henry,202.21,59
Margaret Larson,410.67,146
Amanda Anderson,39.64,9
Ashley Hughes,34.01,12
Lisa Rice,206.16,70
Jessica Wagner,42.72,11
Julie Thomas,65.75,17
Cheryl Reynolds,97.62,39
Joan Stephens,259.74,95
Sandra Butler,1114.28,115
Mildred Vasquez,96.32,28
Jean Hunter,55.19,18
Kimberly Chavez,47.48,13
Susan Garcia,387.99,125
Kathryn Ramos,391.42,142
Helen Palmer,87.97,26
Gloria Alexander,68.98,20
Cynthia Simpson,37.71,10
Debra Walker,98.34,33
Linda Mendoza,68.14,22
Kathy Dunn,61.84,24
Jennifer Gilbert,252.84,109
Cheryl Moreno,10.32,3
Debra Mcdonald,71.36,32
Jessica Elliott,41.12,11
Katherine Lane,199.24,74
Ruby Lawson,27.41,6
Heather Watson,63.95,19
Katherine Lane,12163.40,139
Gloria Alexander,28.79,6
Ashley Hughes,70.47,27
Susan West,170.46,70
Kathleen Hudson,41.56,10
Jennifer Johnston,58.57,14
Linda Carr,220.74,81
Cheryl Moreno,74.73,17
Barbara Johnston,38.12,10
Linda Carr,185.89,73
Betty Anderson,23.79,5
Barbara Vasquez,96.31,27
Jessica Reynolds,125.52,46
Cheryl Moreno,11.99,3
Patricia Thomas,113.28,41
Angela Sanchez,269.35,98
Helen Nelson,2705.63,31
Anna Parker,34.04,5
Doris Miller,47.56,12
Mary Burns,6.54,1
Christine Turner,229.46,81
Michelle Thompson,125.95,38
Jean Ellis,289.33,91
Debra Walker,272.17,103
Helen Palmer,39.92,16
Jennifer Johnston,106.56,34
Kimberly Harper,25.38,5
Christine Ruiz,175.92,67
Linda Mendoza,96.11,38
Julia Phillips,33.44,10
Phyllis Ryan,204.64,59
Michelle Freeman,95.75,25
Ruth Arnold,99.60,29
Lillian Griffin,72.05,26
Robin Myers,126.98,40
Nicole Coleman,236.88,85
Diane Ramos,27.68,8
Carolyn Reyes,203.83,70
Katherine Hart,16.51,2
Jennifer Johnston,221.08,78
Christine Gomez,23.36,6
Linda Mendoza,30.54,7
Kathryn Ramos,65.98,20
Anna Pierce,52.14,15
Barbara Perkins,243.81,85
Brenda Stephens,63.59,23
Linda Gonzalez,141.81,56
Shirley Jacobs,20.28,2
Brenda Hansen,51.11,14
Patricia Thomas,162.18,55
Rachel Graham,19.97,5
Gloria Alexander,37.90,6
Dorothy Kelly,257.32,103
Bonnie Elliott,2544.24,75
Rebecca Griffin,36.26,10
Judith Foster,106.80,32
Angela Sanchez,41.49,10
Carol Clark,27.88,8
Helen Mason,56.22,14
Diana Mason,62.20,13
Michael Jacobs,219.69,110
Shirley Reed,110.18,31
Lois Dunn,70.05,19
Amy Snyder,200.24,70
Paula Nguyen,54.65,8
Paula Nguyen,325.49,111
Amy Burns,30.95,10
Diane Bryant,355.88,186
Paula Nguyen,76.04,22
Wanda Green,27.87,5
Louise Woods,10.33,3
Lori Harrison,160.45,68
Amy Snyder,94.53,41
Barbara Wagner,88.29,20
Rachel Graham,55.84,18
Diana Mason,300.19,106
Marilyn Wallace,111.62,35
Ann Simpson,65.00,15
Diane Mccoy,456.17,173
Christina Olson,90.05,27
Ashley Griffin,223.49,77
Nicole George,102.21,35
Kathleen Owens,23.07,5
Rebecca Adams,8.38,0
Susan Garcia,178.34,62
Alice Frazier,55.33,16
Brenda Hansen,127.21,46
Gloria Wells,62.48,18
Shirley Richards,15.89,4
Lori Harrison,62.02,21
Michelle Thompson,126.54,43
Mildred White,396.12,167
Julia Cunningham,91.26,30
Kathleen Dunn,89.15,26
Lillian Alexander,7.84,2
Kimberly Harper,84.24,24
Janice Hanson,164.03,45
Bonnie Harris,297.80,106
Tina Arnold,20.72,2
Ann Butler,258.66,80
Kathleen Hudson,66.38,15
Emily Alexander,94.50,34
Christine Turner,204.49,57
Janice Hanson,164.52,56
Betty Woods,97.76,36
Linda Mendoza,114.41,45
Ruby Reid,237.70,103
Kimberly Chavez,155.49,36
Bonnie Elliott,85.17,25
Dorothy Wood,58.96,21
Sandra Moore,55.93,19
Jennifer Banks,111.97,38
Heather Watson,190.70,63
Jean Moore,117.17,34
Kelly Peterson,44.07,8
Judith Foster,69.34,23
Diane Bryant,52.71,18
Phyllis Henry,42.75,15
Tina Arnold,97.08,31
Amanda Hamilton,100.20,27
Jennifer Gilbert,209.75,72
Norma Reid,79.60,23
Carolyn Reyes,140.48,33
Alice Frazier,59.65,15
Stephanie Vasquez,185.55,57
Amanda Anderson,49.79,7
Louise Woods,214.81,97
Keith Little,57.11,11
Denise Parker,227.61,67
Nancy Mason,2664.93,17
Janice Diaz,211.73,73
Heather Watson,48.36,17
Wanda Green,266.83,79
Louise Thomas,34.74,6
Louise Woods,146.23,57
Helen Palmer,33.73,10
Donna Harper,160.37,107
Phyllis Ryan,141.31,95
Marie Peters,2057.46,70
Katherine Hart,91.83,37
Bonnie Clark,68.03,21
Bonnie Clark,198.42,76
Louise Woods,77.30,18
Norma Reid,92.44,24
Amy Burns,110.76,36
Donna Dixon,37.35,8
Bonnie Elliott,281.66,89
Louise Willis,211.41,76
Louise Gray,135.36,41
Diane Bryant,47.82,16
Jennifer Johnston,128.06,40
Kelly Fowler,292.85,105
Nicole Gomez,91.48,31
Norma Reid,263.82,93
Diana Stewart,93.97,32
Dorothy Mills,25.28,2
Sandra Robertson,77.18,29
Michelle Murray,12504.64,64
Christine Gomez,43.70,12
Ruby Fox,263.25,91
Susan Freeman,270.06,97
Phyllis Ryan,243.56,81
Andrea Austin,22.78,3
Kelly Fowler,123.75,38
Jessica Wagner,525.54,185
Rebecca Patterson,304.19,105
Sharon Cook,96.85,31
Lois Frazier,232.61,84
Judith Foster,70.79,20
